,Unnamed: 0,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,ict_index_per_90,ict_index_value,bps_per_90,value_bps,position,teamName,statusFull,description,zScore_form,p-form,form-cat,zScore_cost,p-cost,cost-cat,zScore_vsea,p-vsea,vsea-cat,zScore_vbps,p-vbps,vbps-cat,zScore_sbp,p-sbp,sbp-cat,zScore_ictval,p-ictval,ictval-cat,zScore_ict,p-ict,ict-cat,zScore_bps,p-bps,bps-cat,zScore_gpts,p-gpts,gpts-cat,strength,zScore_str,p-str,str-cat,class,kMeansClass,pcaKMeansClass,kMeans-cat,pcaKMeans-cat
376,593,25.0,25.0,116404,0,0,-1,1,0,2,0.1,-0.1,0,Felipe Augusto,0.2,445,False,Hamstring injury - 25% chance of playing,2023-12-20T08:00:10.401033Z,4.4,116404.jpg,0.3,de Almeida Monteiro,0.0,False,,d,Nott'm Forest,17,1,1415,1,3495,46,0.0,0.2,Felipe,132,0,0,0,5,0,0,0,1,0,0,0,25,25.8,11.3,12.0,4.9,1,0.11,0.0,0.11,2.46,414,153,401,148,389,139,425,152,,,,,,,0.08,0.0,0.0,0.08,1.68,3.41,492,91,379,134,500,170,610,217,0.68,0.0,1.63,0.11,8.33,0.57,Defender,Nott'm Forest,doubt,"[Felipe, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
377,595,,,222531,0,0,-3,3,1,3,3.2,2.7,7,Morgan,3.2,447,False,,,5.7,222531.jpg,3.3,Gibbs-White,1.4,False,,a,Nott'm Forest,17,66,217221,10462,321065,3510,0.6,11.6,Gibbs-White,1686,2,5,3,31,0,0,0,4,0,0,4,274,319.4,561.5,274.0,115.5,18,3.38,3.04,6.42,28.35,92,36,12,9,66,41,29,18,2.0,,1.0,,1.0,,0.18,0.0,0.16,0.34,1.51,1.65,86,54,83,45,117,56,161,53,0.96,0.16,5.78,2.03,13.9,4.88,Midfielder,Nott'm Forest,avail,"[Gibbs-White, Nott'm Forest]",0.7224486508675004,0.7649906576114476,silver,0.6180496308406315,0.7317286883563104,silver,1.252683262571708,0.8948395002099998,gold,0.9336372806626828,0.8247544860871763,gold,0.0,0.5,bronze,2.077370718398111,0.981116321693651,platin,1.383182017568969,0.9166954689405412,gold,0.5123159278460764,0.6957850401888559,silver,0.6904053538139685,0.7550303445709134,silver,0.26531,0.7601689153845295,0.7764231884691775,silver,1,0,2,bronze,bronze
378,598,0.0,,55037,0,0,-2,2,0,3,0.0,0.2,0,Cheikhou,0.7,451,False,International Duty - Unknown return date,2023-12-30T22:30:10.069057Z,4.8,55037.jpg,1.0,Kouyaté,0.0,False,,i,Nott'm Forest,17,10,857,2,2287,67,0.1,2.1,Kouyaté,201,0,0,0,6,0,0,0,2,0,0,0,30,36.0,14.2,19.0,7.0,2,0.24,0.04,0.28,5.82,400,179,389,196,357,180,411,191,,,,,,,0.11,0.0,0.02,0.13,2.61,2.69,268,171,313,142,453,209,604,229,0.9,0.0,0.7,0.15,3.0,0.62,Midfielder,Nott'm Forest,inj,"[Kouyaté, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
379,600,100.0,100.0,179519,0,0,0,0,0,3,1.2,0.7,0,Orel,1.2,453,False,,2023-10-07T21:00:08.186421Z,5.0,179519.jpg,2.1,Mangala,0.0,False,,a,Nott'm Forest,17,37,3860,46,4561,117,0.2,7.4,Mangala,1402,1,0,3,27,0,0,0,5,0,0,0,177,192.8,90.6,27.0,31.0,17,0.31,0.19,0.5,22.19,207,86,218,128,328,167,258,124,,,,,,,0.02,0.0,0.01,0.03,1.42,1.73,189,118,265,116,278,117,568,209,1.09,0.19,1.72,0.62,9.83,3.54,Midfielder,Nott'm Forest,avail,"[Mangala, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.2734991885532954,0.6077652419937147,silver,0.3036065117259632,0.6192861550039586,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.01869,0.0,0.5,bronze,0,2,0,gold,gold
380,602,100.0,100.0,168281,0,0,-1,1,0,2,0.0,-0.5,0,Scott,0.0,455,False,,2023-08-26T21:00:08.377652Z,4.4,168281.jpg,2.4,McKenna,0.1,False,,a,Nott'm Forest,17,12,5692,25,10074,91,0.0,2.7,McKenna,416,0,0,1,6,0,0,0,0,0,0,1,64,89.0,32.4,17.0,13.8,5,0.21,0.17,0.38,5.64,319,124,337,118,365,131,357,131,,,,,,,0.05,0.0,0.04,0.09,1.22,1.3,500,94,558,224,236,77,438,170,1.08,0.22,2.76,0.31,13.0,1.48,Defender,Nott'm Forest,avail,"[McKenna, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.3535972164014236,0.638179619624648,silver,0.0,0.5,bronze,0.01145,0.0,0.5,bronze,0,2,0,gold,gold
381,604,0.0,100.0,199170,0,0,0,0,0,2,0.0,1.0,2,Moussa,1.5,457,False,International Duty - Unknown return date,2023-12-30T22:30:10.085434Z,4.5,199170.jpg,1.3,Niakhaté,0.1,False,,i,Nott'm Forest,17,18,4895,42,5415,369,0.3,4.0,Niakhaté,977,0,0,1,22,0,0,0,2,1,0,1,158,188.8,46.6,22.0,25.7,10,0.37,0.22,0.59,20.23,213,78,311,102,349,122,299,103,,,,,,,0.03,0.0,0.02,0.05,1.86,2.03,375,65,226,76,379,133,479,186,0.92,0.09,1.84,0.57,11.36,3.53,Defender,Nott'm Forest,inj,"[Niakhaté, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.298904789569719,0.6174936537310917,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0643764533245011,0.5256647606736952,silver,0.0,0.5,bronze,0.01177,0.0,0.5,bronze,0,2,0,gold,gold
382,612,100.0,100.0,114241,0,0,-1,1,1,2,1.7,1.2,1,Harry,1.7,465,False,,2023-11-05T22:00:09.521464Z,4.4,114241.jpg,3.1,Toffolo,0.2,False,,a,Nott'm Forest,17,40,30935,473,21957,893,0.4,9.1,Toffolo,919,1,3,2,20,0,0,0,2,0,0,3,188,262.0,210.2,161.0,63.2,10,1.1,0.86,1.96,15.82,137,54,96,17,129,13,116,21,1.0,,,,,,0.11,0.0,0.08,0.19,1.55,1.96,491,90,206,68,135,35,352,136,0.98,0.2,4.86,1.44,14.69,4.34,Defender,Nott'm Forest,avail,"[Toffolo, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.66983559946551,0.7485187014629753,silver,0.6797442842254974,0.7516668047075631,silver,0.0,0.5,bronze,1.0636924326796846,0.8562659731727753,gold,0.91293505935872,0.8193616514147863,gold,0.6516356856697156,0.7426818894855017,silver,0.5297470463624718,0.7018563378665142,silver,0.14602,0.0086542872798739,0.5034525180056008,silver,1,3,2,silver,bronze
383,614,,,215136,0,0,-2,2,0,2,1.7,1.2,1,Neco,1.7,467,False,,,4.3,215136.jpg,1.5,Williams,0.2,False,,a,Nott'm Forest,17,17,9608,230,20289,308,0.4,4.0,Williams,428,0,1,0,9,0,0,0,1,0,0,2,87,172.2,109.3,22.0,30.4,4,0.22,1.11,1.33,7.2,236,90,185,42,347,120,261,83,4.0,,3.0,,,,0.05,0.0,0.23,0.28,1.51,1.89,592,143,205,67,355,127,341,132,0.84,0.0,2.76,0.71,8.09,2.07,Defender,Nott'm Forest,avail,"[Williams, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
384,615,100.0,100.0,60689,0,0,-1,1,3,4,5.5,5.0,2,Chris,5.5,468,False,,2023-12-04T17:00:09.862491Z,4.9,60689.jpg,3.7,Wood,1.7,False,,a,Nott'm Forest,17,66,264838,18902,159119,17434,1.1,13.5,Wood,728,7,1,1,14,0,0,0,0,0,0,10,259,314.4,140.6,347.0,80.0,7,5.04,0.21,5.25,12.91,95,10,150,21,42,19,71,14,,,,,,,0.62,0.0,0.03,0.65,1.6,1.73,212,47,15,3,72,12,147,23,0.87,0.12,4.44,1.63,14.94,5.49,Forward,Nott'm Forest,avail,"[Wood, Nott'm Forest]",2.1741864390751005,0.9851544318058084,platin,0.0,0.5,bronze,1.6956474865324187,0.955023670477324,gold,1.220442332193578,0.8888513809721867,gold,0.0,0.5,bronze,1.390131202656805,0.9177554801103086,gold,0.6982571001757802,0.7574917886052845,silver,0.6957242166265636,0.756699221628182,silver,1.0117219687169627,0.8441644957722496,gold,0.28785,0.9021685776988806,0.8165163380096268,gold,2,3,2,silver,bronze
385,616,100.0,100.0,208912,0,0,-1,1,0,2,0.2,-0.3,0,Joe,0.2,469,False,,2023-08-26T19:30:07.624115Z,4.4,208912.jpg,1.9,Worrall,0.1,False,,a,Nott'm Forest,17,13,5233,14,9109,69,0.0,3.0,Worrall,438,0,0,1,9,0,0,0,0,1,0,3,74,90.0,22.1,18.0,13.0,5,0.1,0.31,0.41,9.01,318,123,364,130,360,128,364,134,,,,,,,0.02,0.0,0.06,0.08,1.85,1.85,514,103,382,136,302,108,456,176,1.03,0.21,1.86,0.3,11.0,1.75,Defender,Nott'm Forest,avail,"[Worrall, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0008889687466401,0.5003546471722793,silver,0.0,0.5,bronze,3e-05,0.0,0.5,bronze,0,2,0,gold,gold
386,617,100.0,100.0,204968,0,0,-2,2,0,3,1.5,1.0,2,Ryan,1.5,470,False,,2023-10-02T09:30:09.366703Z,4.8,204968.jpg,1.4,Yates,0.0,False,,a,Nott'm Forest,17,24,1507,26,3638,35,0.3,5.0,Yates,896,0,0,1,19,0,0,0,3,0,0,1,89,141.4,57.0,114.0,31.1,8,1.08,0.35,1.43,16.12,264,108,289,156,162,99,257,123,,,,,,,0.11,0.0,0.04,0.15,1.62,1.91,290,189,229,101,371,165,578,214,0.8,0.1,1.83,0.65,5.29,1.88,Midfielder,Nott'm Forest,avail,"[Yates, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
387,618,0.0,100.0,159506,0,0,0,0,1,2,0.0,0.3,2,Olu,0.8,604,False,International Duty - Unknown return date,2023-12-30T22:30:10.491950Z,4.5,159506.jpg,2.4,Aina,0.3,False,,i,Nott'm Forest,17,34,69119,177,54652,3025,0.2,7.6,Aina,987,1,1,2,24,0,0,0,3,0,0,2,162,186.2,75.7,26.0,28.8,12,0.17,0.43,0.6,18.5,220,83,244,70,330,113,272,91,,,,,,,0.02,0.0,0.04,0.06,1.69,2.19,367,60,297,102,239,79,279,105,1.09,0.18,2.06,0.64,11.71,3.64,Defender,Nott'm Forest,inj,"[Aina, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.3201270016017911,0.625563971228987,silver,0.350623733288405,0.6370646755105049,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.1261003966640884,0.5501737732570064,silver,0.0,0.5,bronze,0.02581,0.0,0.5,bronze,0,2,0,gold,gold
388,621,100.0,100.0,218430,0,0,-1,1,1,2,2.2,1.7,12,Gonzalo,2.2,679,False,,2023-10-18T22:00:10.626977Z,4.4,218430.jpg,2.5,Montiel,0.1,False,,a,Nott'm Forest,17,15,7123,2294,4667,303,0.5,3.4,G.Montiel,308,0,1,1,2,0,0,0,3,0,0,3,71,70.6,52.4,13.0,13.7,3,0.09,0.18,0.27,3.68,347,133,300,98,383,136,358,132,,,,,,,0.03,0.0,0.05,0.08,1.08,0.58,518,106,160,48,220,69,494,190,0.88,0.29,2.28,0.31,12.33,1.68,Defender,Nott'm Forest,avail,"[G.Montiel, Nott'm Forest]",0.0912583081685439,0.5363563275171386,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.2354399534370712,0.5930663604489441,silver,0.0477721240079809,0.5190510734993196,silver,0.01213,0.0,0.5,bronze,0,2,0,gold,gold
389,622,100.0,100.0,575476,0,0,0,0,0,2,1.7,1.2,2,Murillo,1.7,696,False,,2023-12-11T00:00:10.982891Z,4.5,575476.jpg,2.1,Santiago Costa dos Santos,0.1,False,,a,Nott'm Forest,17,30,13030,741,7992,361,0.4,6.7,Murillo,1232,0,1,2,25,0,0,0,2,0,0,1,223,308.8,64.1,85.0,45.8,14,0.89,0.27,1.16,21.69,103,39,273,88,198,44,182,50,,,,,,,0.07,0.0,0.02,0.09,1.58,1.83,472,82,209,70,273,95,455,175,1.02,0.15,3.27,1.02,16.0,4.98,Defender,Nott'm Forest,avail,"[Murillo, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.1103018428835598,0.5439150021129052,silver,0.980654502225125,0.8366184262265974,gold,0.0,0.5,bronze,0.3420909411513134,0.6338587727159073,silver,0.1002256424518763,0.5399174056118354,silver,0.882659587883599,0.8112898885605229,gold,0.0,0.5,bronze,0.07826,0.0,0.5,bronze,0,2,0,gold,gold
390,623,,,111452,0,0,0,0,0,1,0.0,-0.5,0,Odysseas,0.0,710,False,,,4.5,111452.jpg,2.4,Vlachodimos,0.1,False,,a,Nott'm Forest,17,12,16593,117,12699,379,0.0,2.7,Odysseas,450,0,0,1,12,0,0,0,0,0,10,0,79,101.8,10.0,0.0,11.2,5,0.0,0.01,0.01,7.48,305,24,406,5,627,72,380,24,,,,,,,0.0,2.0,0.0,0.0,1.5,2.4,361,19,595,83,238,26,443,66,1.0,0.2,2.24,0.25,15.8,1.76,Goalkeeper,Nott'm Forest,avail,"[Odysseas, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.8473887631181207,0.8016107671511581,gold,0.0,0.5,bronze,0.02745,0.0,0.5,bronze,0,2,0,gold,gold
391,625,100.0,100.0,250199,0,0,0,0,1,3,1.8,1.3,9,Nicolás,1.8,712,False,,2023-10-01T19:30:09.351809Z,5.0,250199.jpg,3.3,Domínguez,0.0,False,,a,Nott'm Forest,17,36,6653,294,5393,102,0.4,7.2,Dominguez,737,2,0,3,12,0,0,0,1,0,0,5,126,167.0,54.4,138.0,36.1,10,0.9,0.36,1.26,10.8,242,100,295,160,141,89,227,111,,,,,,,0.11,0.0,0.04,0.15,1.32,1.47,197,124,199,90,115,54,595,224,1.22,0.37,3.28,0.72,11.91,2.62,Midfielder,Nott'm Forest,avail,"[Dominguez, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.2268713755047995,0.589738119623531,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.1053370224324224,0.5419458066387629,silver,0.1613712214295667,0.5640994842187342,silver,0.6904053538139685,0.7550303445709134,silver,0.03835,0.0,0.5,bronze,0,2,0,gold,gold
392,626,0.0,0.0,210462,0,0,-1,1,0,3,0.0,0.0,0,Ibrahim,0.3,713,False,International Duty - Unknown return date,2023-12-30T22:30:10.706225Z,4.9,210462.jpg,1.7,Sangaré,0.0,False,,i,Nott'm Forest,17,19,1876,3,1673,40,0.1,3.9,Sangaré,820,0,0,4,13,0,0,0,5,0,0,0,66,133.2,95.6,36.0,26.5,11,0.61,0.36,0.97,12.67,273,111,207,123,292,155,290,139,,,,,,,0.07,0.0,0.04,0.11,1.39,1.43,238,153,366,170,338,146,677,271,1.21,0.44,2.41,0.54,6.0,1.35,Midfielder,Nott'm Forest,inj,"[Sangaré, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
393,627,100.0,100.0,152760,0,0,0,0,0,4,0.3,-0.2,0,Divock,0.3,714,False,,2023-10-21T19:00:08.613189Z,5.0,152760.jpg,0.9,Origi,0.1,False,,a,Nott'm Forest,17,8,31505,252,26635,577,0.1,1.6,Origi,176,0,0,0,3,0,0,0,1,0,0,0,21,10.6,27.9,24.0,5.8,2,0.16,0.18,0.34,4.12,444,52,352,46,341,52,418,51,,,,,,,0.08,0.0,0.09,0.17,2.11,1.53,178,42,367,44,482,63,401,62,1.02,0.0,0.64,0.12,2.33,0.42,Forward,Nott'm Forest,avail,"[Origi, Nott'm Forest]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
394,628,,,201410,0,0,-1,1,0,2,1.3,0.3,1,Auston,1.8,27,False,,,3.9,201410.jpg,1.2,Trusty,2.4,False,,a,Sheffield Utd,49,18,278115,9074,141056,9912,0.5,4.6,Trusty,1182,0,0,1,31,0,0,0,3,0,0,0,154,235.6,21.7,31.0,28.8,13,0.17,0.06,0.23,22.86,166,58,366,131,303,99,271,90,,,,,,,0.01,0.0,0.0,0.01,1.74,2.36,750,238,192,62,387,135,120,50,0.99,0.08,1.92,0.74,10.27,3.95,Defender,Sheffield Utd,avail,"[Trusty, Sheffield Utd]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.4963771201319746,0.6901858177484546,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.01608,0.0,0.5,bronze,0,2,0,gold,gold
395,629,,,433979,0,0,0,0,0,4,2.8,1.8,1,Cameron,3.3,33,False,,,4.5,433979.jpg,3.1,Archer,8.0,False,,a,Sheffield Utd,49,56,1340608,8994,1100972,42441,0.7,12.4,Archer,1318,3,2,2,34,0,0,0,2,0,0,8,169,188.2,223.6,231.0,64.3,15,2.8,0.71,3.51,27.21,215,26,90,8,79,28,112,22,,,,,,,0.19,0.0,0.05,0.24,1.86,2.32,403,71,70,11,136,22,47,8,1.02,0.14,3.57,1.43,9.83,3.93,Forward,Sheffield Utd,avail,"[Archer, Sheffield Utd]",0.7855676851373958,0.7839395988146818,silver,0.0,0.5,bronze,1.4391945147656915,0.9249522904575131,gold,0.4869736758194862,0.6868615069864245,silver,0.560915277281645,0.7125723525859669,silver,1.046511444786152,0.8523375181431709,gold,0.2535670418682618,0.6000849693191255,silver,0.0,0.5,bronze,0.5297470463624718,0.7018563378665142,silver,0.16529,0.1300532887349557,0.5517378668281776,silver,1,3,2,silver,bronze
396,630,100.0,0.0,432714,0,0,-1,1,0,3,2.3,0.0,0,James,2.8,360,False,,2023-12-27T00:00:10.629264Z,4.4,432714.jpg,2.6,McAtee,0.8,False,,a,Sheffield Utd,49,41,177783,2973,105810,6173,0.6,9.3,McAtee,1002,1,3,2,32,0,0,0,2,0,0,0,130,174.6,189.5,159.0,52.3,11,1.08,0.87,1.95,20.55,235,97,110,79,132,83,156,82,,,2.0,,,,0.1,0.0,0.08,0.18,1.85,2.87,539,305,105,55,197,87,203,65,0.99,0.18,3.27,1.19,8.12,2.95,Midfielder,Sheffield Utd,avail,"[McAtee, Sheffield Utd]",0.4699725137879176,0.6808126723829728,silver,0.0,0.5,bronze,0.716463412514006,0.7631473742455869,silver,0.0262049045075568,0.5104530480021042,silver,0.0,0.5,bronze,0.6341677353413684,0.7370143192539556,silver,0.1002256424518763,0.5399174056118354,silver,0.0,0.5,bronze,0.1281012777337295,0.5509655875522546,silver,0.06722,0.0,0.5,bronze,0,2,0,gold,gold
397,631,100.0,0.0,233821,0,0,-2,2,1,2,2.5,0.0,0,Anel,3.0,471,False,,2023-12-22T23:30:11.074150Z,4.3,233821.jpg,1.5,Ahmedhodžić,0.2,False,,a,Sheffield Utd,49,21,11970,291,38946,202,0.7,4.9,Ahmedhodžić,1215,1,0,1,35,0,0,0,5,0,0,4,165,245.4,21.3,97.0,36.6,13,1.24,0.09,1.33,28.7,152,56,369,132,182,36,224,67,,,,,,,0.09,0.0,0.01,0.1,2.13,2.59,599,148,87,19,356,128,347,134,0.96,0.07,2.61,0.85,12.07,3.93,Defender,Sheffield Utd,avail,"[Ahmedhodžić, Sheffield Utd]",0.596210582327709,0.724482721489309,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.4869736758194862,0.6868615069864245,silver,0.0,0.5,bronze,0.0500141469612582,0.519944442606995,silver,0.0,0.5,bronze,0.1895878812419494,0.5751839578271805,silver,0.0,0.5,bronze,0.04285,0.0,0.5,bronze,0,2,0,gold,gold
398,633,100.0,100.0,82691,0,0,-1,1,0,2,0.0,-1.0,1,George,0.5,473,False,,2023-12-02T19:00:09.260519Z,3.9,82691.jpg,1.7,Baldock,6.4,False,,a,Sheffield Utd,49,19,563183,4535,1262879,15210,0.1,4.9,Baldock,833,0,2,0,18,0,0,0,4,0,0,2,104,159.2,92.0,19.0,26.9,10,0.03,0.59,0.62,18.33,249,95,217,59,355,125,287,97,,,,,,,0.0,0.0,0.06,0.06,1.98,1.94,735,232,323,108,330,116,57,18,1.08,0.0,2.45,0.69,9.64,2.72,Defender,Sheffield Utd,avail,"[Baldock, Sheffield Utd]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.3558094151245065,0.6390083511629441,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.01153,0.0,0.5,bronze,0,2,0,gold,gold
399,634,0.0,0.0,40386,0,0,-1,1,0,2,0.0,0.0,0,Chris,0.0,474,False,Leg injury - Unknown return date,2023-10-07T21:00:08.209470Z,3.9,40386.jpg,1.0,Basham,0.4,False,,i,Sheffield Utd,49,8,97503,115,107389,1263,0.0,2.1,Basham,316,0,0,0,6,0,0,0,1,0,0,0,35,69.2,27.4,14.0,11.1,3,0.12,0.07,0.19,7.12,350,134,354,126,380,135,382,138,,,,,,,0.03,0.0,0.02,0.05,2.03,1.71,730,230,411,142,407,142,243,94,0.85,0.0,1.39,0.28,4.38,0.9,Defender,Sheffield Utd,inj,"[Basham, Sheffield Utd]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
400,635,100.0,100.0,226182,0,0,0,0,0,2,0.7,-0.3,0,Jayden,1.2,476,False,,2023-12-22T23:30:11.112348Z,4.5,226182.jpg,2.0,Bogle,0.1,False,,a,Sheffield Utd,49,32,22924,209,20036,278,0.3,7.1,Bogle,1217,1,2,2,29,0,0,0,6,0,0,0,143,198.6,69.9,110.0,37.9,14,1.18,0.36,1.54,23.64,198,74,255,77,167,27,220,65,,,,,,,0.09,0.0,0.03,0.12,1.75,2.14,388,75,258,88,289,102,414,162,1.04,0.15,2.37,0.84,8.94,3.18,Defender,Sheffield Utd,avail,"[Bogle, Sheffield Utd]",0.0,0.5,bronze,0.0,0.5,bronze,0.2035574689805514,0.5806503339902407,silver,0.1343445141011729,0.5534349224520222,silver,0.0,0.5,bronze,0.0328331590677255,0.5130961823259199,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.01201,0.0,0.5,bronze,0,2,0,gold,gold
401,636,100.0,100.0,195473,0,0,-1,1,0,4,-0.2,-1.2,1,Rhian,0.3,477,False,,2023-11-04T19:30:09.068235Z,4.9,195473.jpg,1.0,Brewster,0.0,False,,a,Sheffield Utd,49,7,2875,51,7888,57,0.1,1.4,Brewster,190,0,0,0,5,0,0,0,0,0,0,0,16,14.4,15.1,27.0,5.8,2,0.03,0.05,0.08,3.89,436,50,385,50,327,50,417,50,,,,,3.0,,0.01,0.0,0.02,0.03,1.84,2.37,232,49,365,43,458,57,566,78,0.95,0.0,0.83,0.12,2.29,0.33,Forward,Sheffield Utd,avail,"[Brewster, Sheffield Utd]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
402,639,0.0,0.0,108416,0,0,-2,2,0,2,0.0,0.0,0,John,0.0,480,False,Leg injury - Unknown return date,2023-09-30T23:00:09.253470Z,4.3,108416.jpg,0.2,Egan,0.1,False,,i,Sheffield Utd,49,1,4362,4,14770,50,0.0,0.2,Egan,482,0,0,0,17,0,0,0,2,0,0,0,54,91.2,1.4,38.0,13.1,6,0.17,0.0,0.17,14.85,317,122,437,163,288,89,360,133,,,,,,,0.03,0.0,0.0,0.03,2.77,3.17,576,130,533,215,501,171,485,189,1.12,0.0,2.62,0.3,10.8,1.26,Defender,Sheffield Utd,inj,"[Egan, Sheffield Utd]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
