,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,name,team,element_type,position,teamName,opponent,Date
4,657,41,2,1,False,2023-09-16T14:00:00Z,3,1,5,1,0,0,0,1,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.64,45,101,1219,215,114,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Aston Villa,2023-09-16
5,657,56,10,1,True,2023-09-23T14:00:00Z,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.1,0,0.00,0.00,0.00,0.00,45,82,1358,178,96,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Fulham,2023-09-23
6,657,65,14,0,False,2023-09-30T14:00:00Z,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,134,1541,276,142,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Man Utd,2023-09-30
7,657,74,16,3,True,2023-10-07T16:30:00Z,0,0,8,64,0,0,1,0,0,0,0,0,0,0,0,9,11.0,3.3,22.0,3.6,0,0.15,0.04,0.19,0.95,45,137,1762,396,259,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Nott'm Forest,2023-10-07
8,657,87,15,1,False,2023-10-21T14:00:00Z,4,0,9,29,0,0,0,1,0,0,0,0,0,0,0,3,5.2,13.1,19.0,3.7,0,0.22,0.02,0.23,0.65,45,935,2854,1238,303,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Newcastle,2023-10-21
9,657,96,18,1,True,2023-10-27T19:00:00Z,1,2,10,30,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.5,2.0,0.5,0,0.02,0.00,0.02,0.97,45,396,3235,770,374,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Spurs,2023-10-27
10,657,102,6,0,False,2023-11-04T15:00:00Z,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,887,4245,1274,387,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Burnley,2023-11-04
11,657,116,9,0,True,2023-11-11T15:00:00Z,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-925,3186,57,982,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Everton,2023-11-11
12,657,125,12,0,False,2023-11-25T15:00:00Z,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-560,2655,20,580,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Luton,2023-11-25
13,657,140,19,0,False,2023-12-03T14:00:00Z,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-258,2423,12,270,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,West Ham,2023-12-03
14,657,143,3,0,True,2023-12-06T19:30:00Z,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-129,2305,13,142,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Bournemouth,2023-12-06
15,657,153,11,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-164,2135,21,185,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Liverpool,2023-12-09
16,657,167,13,0,False,2023-12-16T15:00:00Z,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-201,1932,15,216,Rak-Sakyi,Crystal Palace,3,Midfielder,Crystal Palace,Man City,2023-12-16
0,721,65,14,0,False,2023-09-30T14:00:00Z,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,0,0,0,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Man Utd,2023-09-30
1,721,74,16,0,True,2023-10-07T16:30:00Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,90,145,123,33,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Nott'm Forest,2023-10-07
2,721,87,15,1,False,2023-10-21T14:00:00Z,4,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,45,42,223,84,42,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Newcastle,2023-10-21
3,721,96,18,0,True,2023-10-27T19:00:00Z,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,51,294,109,58,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Spurs,2023-10-27
4,721,102,6,0,False,2023-11-04T15:00:00Z,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,90,408,133,43,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Burnley,2023-11-04
5,721,116,9,0,True,2023-11-11T15:00:00Z,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-15,398,67,82,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Everton,2023-11-11
6,721,125,12,0,False,2023-11-25T15:00:00Z,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,32,460,95,63,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Luton,2023-11-25
7,721,140,19,0,False,2023-12-03T14:00:00Z,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,21,499,79,58,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,West Ham,2023-12-03
8,721,143,3,0,True,2023-12-06T19:30:00Z,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,9,512,51,42,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Bournemouth,2023-12-06
9,721,153,11,1,True,2023-12-09T12:30:00Z,1,2,16,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-21,503,36,57,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Liverpool,2023-12-09
10,721,167,13,1,False,2023-12-16T15:00:00Z,2,2,17,56,0,0,0,1,0,0,0,0,0,0,0,3,7.8,1.8,0.0,1.0,0,0.00,0.01,0.01,0.52,45,-27,488,28,55,Ozoh,Crystal Palace,3,Midfielder,Crystal Palace,Man City,2023-12-16
0,245,5,10,0,True,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,34731,0,0,Branthwaite,Everton,2,Defender,Everton,Fulham,2023-08-12
1,245,11,2,0,False,2023-08-20T13:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2116,35684,904,3020,Branthwaite,Everton,2,Defender,Everton,Aston Villa,2023-08-20
2,245,27,20,1,True,2023-08-26T14:00:00Z,0,1,3,90,0,0,0,1,0,0,0,1,0,0,0,11,15.8,1.8,30.0,4.8,1,0.24,0.15,0.39,1.16,40,-2424,34085,849,3273,Branthwaite,Everton,2,Defender,Everton,Wolves,2023-08-26
3,245,40,17,0,False,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,1,0,0,0,18,17.8,0.2,0.0,1.8,1,0.00,0.00,0.00,1.24,40,-116,34994,2646,2762,Branthwaite,Everton,2,Defender,Everton,Sheffield Utd,2023-09-02
4,245,43,1,2,True,2023-09-17T15:30:00Z,0,1,5,90,0,0,0,1,0,0,0,0,0,0,0,14,27.8,0.0,0.0,2.8,1,0.00,0.00,0.00,1.02,40,-1406,34167,2307,3713,Branthwaite,Everton,2,Defender,Everton,Arsenal,2023-09-17
5,245,52,4,1,False,2023-09-23T16:30:00Z,1,3,6,90,0,0,0,1,0,0,0,1,0,0,0,11,21.6,4.8,0.0,2.6,1,0.00,0.01,0.01,1.04,40,1509,36168,3276,1767,Branthwaite,Everton,2,Defender,Everton,Brentford,2023-09-23
6,245,63,12,1,True,2023-09-30T14:00:00Z,1,2,7,90,0,0,0,2,0,0,0,0,0,0,0,12,15.0,0.8,2.0,1.8,1,0.00,0.00,0.00,0.89,40,16297,53603,20490,4193,Branthwaite,Everton,2,Defender,Everton,Luton,2023-09-30
7,245,75,3,6,True,2023-10-07T14:00:00Z,3,0,8,90,0,0,1,0,0,0,0,0,0,0,0,19,19.4,11.0,4.0,3.4,1,0.00,0.26,0.26,0.72,40,10032,64149,19374,9342,Branthwaite,Everton,2,Defender,Everton,Bournemouth,2023-10-07
8,245,85,11,1,False,2023-10-21T11:30:00Z,2,0,9,90,0,0,0,2,0,0,0,0,0,0,0,18,26.2,10.2,0.0,3.6,1,0.00,0.00,0.00,2.24,40,27559,93163,36033,8474,Branthwaite,Everton,2,Defender,Everton,Liverpool,2023-10-21
9,245,99,19,8,False,2023-10-29T13:00:00Z,0,1,10,90,0,0,1,0,0,0,0,0,0,0,2,26,27.6,0.6,2.0,3.0,1,0.00,0.01,0.01,0.66,40,38596,132769,49227,10631,Branthwaite,Everton,2,Defender,Everton,West Ham,2023-10-29
10,245,103,5,1,True,2023-11-04T15:00:00Z,1,1,11,90,0,0,0,1,0,0,0,1,0,0,0,5,9.2,0.1,0.0,0.9,1,0.00,0.01,0.01,0.53,40,79838,216869,85054,5216,Branthwaite,Everton,2,Defender,Everton,Brighton,2023-11-04
11,245,116,8,1,False,2023-11-11T15:00:00Z,2,3,12,90,0,0,0,2,0,0,0,0,0,0,0,11,21.2,0.4,0.0,2.2,1,0.00,0.01,0.01,2.24,40,6231,219417,20703,14472,Branthwaite,Everton,2,Defender,Everton,Crystal Palace,2023-11-11
12,245,123,14,1,True,2023-11-26T16:30:00Z,0,3,13,90,0,0,0,3,0,0,0,0,0,0,0,19,18.8,0.2,2.0,2.1,1,0.00,0.00,0.00,2.18,40,27476,250259,36313,8837,Branthwaite,Everton,2,Defender,Everton,Man Utd,2023-11-26
13,245,139,16,9,False,2023-12-02T17:30:00Z,0,1,14,90,0,0,1,0,0,0,0,0,0,0,3,27,16.6,0.4,4.0,2.1,1,0.00,0.01,0.01,0.71,41,3308,252426,10784,7476,Branthwaite,Everton,2,Defender,Everton,Nott'm Forest,2023-12-02
14,245,144,15,6,True,2023-12-07T19:30:00Z,3,0,15,90,0,0,1,0,0,0,0,0,0,0,0,28,17.2,11.0,8.0,3.6,1,0.07,0.46,0.53,1.58,41,14376,267643,18203,3827,Branthwaite,Everton,2,Defender,Everton,Newcastle,2023-12-07
15,245,154,7,5,True,2023-12-10T14:00:00Z,2,0,16,90,0,0,1,0,0,0,0,1,0,0,0,22,15.0,0.0,0.0,1.5,1,0.00,0.00,0.00,0.93,41,34204,303598,38217,4013,Branthwaite,Everton,2,Defender,Everton,Chelsea,2023-12-10
16,245,164,6,0,False,2023-12-16T17:30:00Z,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-16101,279190,18892,34993,Branthwaite,Everton,2,Defender,Everton,Burnley,2023-12-16
0,246,5,10,0,True,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,0,84782,0,0,Calvert-Lewin,Everton,4,Forward,Everton,Fulham,2023-08-12
1,246,11,2,1,False,2023-08-20T13:00:00Z,4,0,2,37,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1.6,4.0,0.3,1,0.00,0.00,0.00,2.12,59,-25180,60702,896,26076,Calvert-Lewin,Everton,4,Forward,Everton,Aston Villa,2023-08-20
2,246,27,20,0,True,2023-08-26T14:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-18853,43623,1741,20594,Calvert-Lewin,Everton,4,Forward,Everton,Wolves,2023-08-26
3,246,40,17,0,False,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-12538,31348,190,12728,Calvert-Lewin,Everton,4,Forward,Everton,Sheffield Utd,2023-09-02
4,246,43,1,1,True,2023-09-17T15:30:00Z,0,1,5,24,0,0,0,1,0,0,0,0,0,0,0,4,1.0,10.3,6.0,1.7,0,0.10,0.02,0.12,0.47,58,-5463,26301,406,5869,Calvert-Lewin,Everton,4,Forward,Everton,Arsenal,2023-09-17
5,246,52,4,5,False,2023-09-23T16:30:00Z,1,3,6,27,1,0,0,0,0,0,0,0,0,0,0,25,39.2,0.3,19.0,5.9,0,0.61,0.00,0.61,0.54,58,-544,26294,1380,1924,Calvert-Lewin,Everton,4,Forward,Everton,Brentford,2023-09-23
6,246,63,12,6,True,2023-09-30T14:00:00Z,1,2,7,90,1,0,0,2,0,0,0,0,0,0,0,17,32.4,5.8,70.0,10.8,1,1.39,0.01,1.40,0.89,58,71978,106611,79009,7031,Calvert-Lewin,Everton,4,Forward,Everton,Luton,2023-09-30
7,246,75,3,2,True,2023-10-07T14:00:00Z,3,0,8,82,0,0,1,0,0,0,0,0,0,0,0,-1,0.0,2.3,23.0,2.0,1,0.34,0.02,0.36,0.58,58,48467,158961,64882,16415,Calvert-Lewin,Everton,4,Forward,Everton,Bournemouth,2023-10-07
8,246,85,11,2,False,2023-10-21T11:30:00Z,2,0,9,60,0,0,1,0,0,0,0,0,0,0,0,10,9.2,10.3,19.0,3.9,1,0.06,0.02,0.08,0.76,58,-20020,131552,16459,36479,Calvert-Lewin,Everton,4,Forward,Everton,Liverpool,2023-10-21
9,246,99,19,9,False,2023-10-29T13:00:00Z,0,1,10,88,1,0,1,0,0,0,0,0,0,0,3,32,36.2,14.1,27.0,7.7,1,0.23,0.06,0.29,0.63,58,-19683,112368,7482,27165,Calvert-Lewin,Everton,4,Forward,Everton,West Ham,2023-10-29
10,246,103,5,2,True,2023-11-04T15:00:00Z,1,1,11,89,0,0,0,1,0,0,0,0,0,0,0,5,0.0,3.1,5.0,0.7,1,0.06,0.00,0.06,0.53,58,34323,150455,44493,10170,Calvert-Lewin,Everton,4,Forward,Everton,Brighton,2023-11-04
11,246,116,8,2,False,2023-11-11T15:00:00Z,2,3,12,76,0,0,0,2,0,0,0,0,0,0,0,3,0.0,11.1,8.0,1.9,1,0.00,0.05,0.05,2.04,58,12864,164432,29342,16478,Calvert-Lewin,Everton,4,Forward,Everton,Crystal Palace,2023-11-11
12,246,123,14,2,True,2023-11-26T16:30:00Z,0,3,13,81,0,0,0,3,0,0,0,0,0,0,0,0,10.2,0.8,59.0,7.0,1,0.68,0.04,0.72,2.00,58,1129,166568,24952,23823,Calvert-Lewin,Everton,4,Forward,Everton,Man Utd,2023-11-26
13,246,139,16,0,False,2023-12-02T17:30:00Z,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-20313,145525,11656,31969,Calvert-Lewin,Everton,4,Forward,Everton,Nott'm Forest,2023-12-02
14,246,144,15,1,True,2023-12-07T19:30:00Z,3,0,15,84,0,0,1,0,0,0,0,1,0,0,0,-6,6.2,13.1,113.0,13.2,1,1.58,0.19,1.77,1.33,58,-32182,113544,491,32673,Calvert-Lewin,Everton,4,Forward,Everton,Newcastle,2023-12-07
15,246,154,7,5,True,2023-12-10T14:00:00Z,2,0,16,66,0,1,1,0,0,0,0,0,0,0,0,10,4.4,2.9,19.0,2.6,1,0.62,0.01,0.63,0.58,58,-3210,111235,7303,10513,Calvert-Lewin,Everton,4,Forward,Everton,Chelsea,2023-12-10
16,246,164,6,2,False,2023-12-16T17:30:00Z,0,2,17,81,0,0,1,0,0,0,0,0,0,0,0,1,7.2,3.3,19.0,3.0,1,0.25,0.03,0.27,0.70,58,15160,129441,22611,7451,Calvert-Lewin,Everton,4,Forward,Everton,Burnley,2023-12-16
0,247,5,10,0,True,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,6200,0,0,Coleman,Everton,2,Defender,Everton,Fulham,2023-08-12
1,247,11,2,0,False,2023-08-20T13:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1798,4527,60,1858,Coleman,Everton,2,Defender,Everton,Aston Villa,2023-08-20
2,247,27,20,0,True,2023-08-26T14:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-809,3831,59,868,Coleman,Everton,2,Defender,Everton,Wolves,2023-08-26
3,247,40,17,0,False,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-439,3444,70,509,Coleman,Everton,2,Defender,Everton,Sheffield Utd,2023-09-02
4,247,43,1,0,True,2023-09-17T15:30:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-345,3118,47,392,Coleman,Everton,2,Defender,Everton,Arsenal,2023-09-17
5,247,52,4,0,False,2023-09-23T16:30:00Z,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-25,3142,177,202,Coleman,Everton,2,Defender,Everton,Brentford,2023-09-23
6,247,63,12,0,True,2023-09-30T14:00:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-219,2924,43,262,Coleman,Everton,2,Defender,Everton,Luton,2023-09-30
7,247,75,3,0,True,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-120,2816,37,157,Coleman,Everton,2,Defender,Everton,Bournemouth,2023-10-07
8,247,85,11,0,False,2023-10-21T11:30:00Z,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-21,2820,115,136,Coleman,Everton,2,Defender,Everton,Liverpool,2023-10-21
9,247,99,19,0,False,2023-10-29T13:00:00Z,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-120,2709,29,149,Coleman,Everton,2,Defender,Everton,West Ham,2023-10-29
10,247,103,5,0,True,2023-11-04T15:00:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-6,2706,82,88,Coleman,Everton,2,Defender,Everton,Brighton,2023-11-04
11,247,116,8,0,False,2023-11-11T15:00:00Z,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-26,2683,55,81,Coleman,Everton,2,Defender,Everton,Crystal Palace,2023-11-11
12,247,123,14,0,True,2023-11-26T16:30:00Z,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-66,2633,38,104,Coleman,Everton,2,Defender,Everton,Man Utd,2023-11-26
13,247,139,16,0,False,2023-12-02T17:30:00Z,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,220,2899,283,63,Coleman,Everton,2,Defender,Everton,Nott'm Forest,2023-12-02
14,247,144,15,6,True,2023-12-07T19:30:00Z,3,0,15,66,0,0,1,0,0,0,0,0,0,0,0,25,11.2,1.4,2.0,1.5,1,0.00,0.05,0.05,0.88,44,31,2981,156,125,Coleman,Everton,2,Defender,Everton,Newcastle,2023-12-07
15,247,154,7,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,81,3100,205,124,Coleman,Everton,2,Defender,Everton,Chelsea,2023-12-10
16,247,164,6,0,False,2023-12-16T17:30:00Z,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-118,2978,61,179,Coleman,Everton,2,Defender,Everton,Burnley,2023-12-16
0,249,5,10,2,True,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,7,8.8,34.4,25.0,6.8,1,0.56,0.10,0.66,1.50,55,0,18521,0,0,A.Doucoure,Everton,3,Midfielder,Everton,Fulham,2023-08-12
1,249,11,2,2,False,2023-08-20T13:00:00Z,4,0,2,90,0,0,0,4,0,0,0,0,0,0,0,2,0.6,15.0,8.0,2.4,1,0.09,0.03,0.12,3.11,55,-952,21324,1981,2933,A.Doucoure,Everton,3,Midfielder,Everton,Aston Villa,2023-08-20
2,249,27,20,2,True,2023-08-26T14:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,20.6,14.4,45.0,8.0,1,0.21,0.10,0.31,1.16,55,-2223,20102,1399,3622,A.Doucoure,Everton,3,Midfielder,Everton,Wolves,2023-08-26
3,249,40,17,8,False,2023-09-02T11:30:00Z,2,2,4,90,1,0,0,2,0,0,0,1,0,0,2,25,45.6,22.3,87.0,15.5,1,1.07,0.03,1.10,1.24,55,458,21814,3828,3370,A.Doucoure,Everton,3,Midfielder,Everton,Sheffield Utd,2023-09-02
4,249,43,1,2,True,2023-09-17T15:30:00Z,0,1,5,79,0,0,0,1,0,0,0,0,0,0,0,14,10.8,21.7,2.0,3.5,1,0.00,0.00,0.00,1.02,55,-1757,21531,2540,4297,A.Doucoure,Everton,3,Midfielder,Everton,Arsenal,2023-09-17
5,249,52,4,7,False,2023-09-23T16:30:00Z,1,3,6,90,1,0,0,1,0,0,0,0,0,0,0,25,33.8,19.0,27.0,8.0,1,0.12,0.05,0.17,1.04,55,1890,24242,4159,2269,A.Doucoure,Everton,3,Midfielder,Everton,Brentford,2023-09-23
6,249,63,12,4,True,2023-09-30T14:00:00Z,1,2,7,59,0,1,0,2,0,0,0,0,0,0,0,19,13.4,41.3,39.0,9.4,1,0.37,0.20,0.57,0.89,55,62378,94777,71739,9361,A.Doucoure,Everton,3,Midfielder,Everton,Luton,2023-09-30
7,249,75,3,8,True,2023-10-07T14:00:00Z,3,0,8,90,1,0,1,0,0,0,0,0,0,0,0,29,45.4,28.2,74.0,14.8,1,1.14,0.22,1.36,0.72,55,6918,99354,24069,17151,A.Doucoure,Everton,3,Midfielder,Everton,Bournemouth,2023-10-07
8,249,85,11,2,False,2023-10-21T11:30:00Z,2,0,9,90,0,0,0,2,0,0,0,0,0,0,0,13,16.6,3.0,0.0,2.0,1,0.00,0.00,0.00,2.24,55,-8458,90741,13465,21923,A.Doucoure,Everton,3,Midfielder,Everton,Liverpool,2023-10-21
9,249,99,19,3,False,2023-10-29T13:00:00Z,0,1,10,90,0,0,1,0,0,0,0,0,0,0,0,4,7.0,12.8,18.0,3.8,1,0.19,0.01,0.20,0.66,55,-16282,74587,3320,19602,A.Doucoure,Everton,3,Midfielder,Everton,West Ham,2023-10-29
10,249,103,5,1,True,2023-11-04T15:00:00Z,1,1,11,90,0,0,0,1,0,0,0,1,0,0,0,0,0.0,2.9,23.0,2.6,1,0.10,0.01,0.11,0.53,55,2244,78344,11115,8871,A.Doucoure,Everton,3,Midfielder,Everton,Brighton,2023-11-04
11,249,116,8,11,False,2023-11-11T15:00:00Z,2,3,12,90,1,1,0,2,0,0,0,1,0,0,2,30,35.0,3.2,21.0,5.9,1,0.74,0.02,0.76,2.24,55,-14998,62832,2478,17476,A.Doucoure,Everton,3,Midfielder,Everton,Crystal Palace,2023-11-11
12,249,123,14,1,True,2023-11-26T16:30:00Z,0,3,13,89,0,0,0,3,0,0,0,1,0,0,0,0,4.0,33.7,15.0,5.3,1,0.26,0.11,0.37,2.18,55,17743,83493,22865,5122,A.Doucoure,Everton,3,Midfielder,Everton,Man Utd,2023-11-26
13,249,139,16,3,False,2023-12-02T17:30:00Z,0,1,14,90,0,0,1,0,0,0,0,0,0,0,0,8,10.8,13.6,4.0,2.8,1,0.00,0.03,0.03,0.71,55,9460,93186,17189,7729,A.Doucoure,Everton,3,Midfielder,Everton,Nott'm Forest,2023-12-02
14,249,144,15,9,True,2023-12-07T19:30:00Z,3,0,15,90,1,0,1,0,0,0,0,0,0,0,1,29,41.6,22.9,32.0,9.7,1,0.57,0.03,0.60,1.58,55,-7637,85295,5573,13210,A.Doucoure,Everton,3,Midfielder,Everton,Newcastle,2023-12-07
15,249,154,7,10,True,2023-12-10T14:00:00Z,2,0,16,90,1,0,1,0,0,0,0,0,0,0,2,25,37.2,4.4,27.0,6.9,1,0.20,0.01,0.21,0.93,55,14937,101460,20804,5867,A.Doucoure,Everton,3,Midfielder,Everton,Chelsea,2023-12-10
16,249,164,6,1,False,2023-12-16T17:30:00Z,0,2,17,45,0,0,0,0,0,0,0,0,0,0,0,4,7.8,0.8,0.0,0.9,1,0.00,0.01,0.01,0.48,56,158967,275686,165514,6547,A.Doucoure,Everton,3,Midfielder,Everton,Burnley,2023-12-16
0,250,5,10,2,True,2023-08-12T14:00:00Z,0,1,1,82,0,0,0,1,0,0,0,0,0,0,0,12,8.8,18.3,0.0,2.7,1,0.00,0.01,0.01,1.33,50,0,3376,0,0,Garner,Everton,3,Midfielder,Everton,Fulham,2023-08-12
1,250,11,2,2,False,2023-08-20T13:00:00Z,4,0,2,90,0,0,0,4,0,0,0,0,0,0,0,8,13.8,18.4,4.0,3.6,1,0.03,0.14,0.17,3.11,50,-208,4037,262,470,Garner,Everton,3,Midfielder,Everton,Aston Villa,2023-08-20
2,250,27,20,1,True,2023-08-26T14:00:00Z,0,1,3,90,0,0,0,1,0,0,0,1,0,0,0,10,13.2,28.2,20.0,6.1,1,0.06,0.22,0.28,1.16,50,-280,4066,265,545,Garner,Everton,3,Midfielder,Everton,Wolves,2023-08-26
3,250,40,17,2,False,2023-09-02T11:30:00Z,2,2,4,74,0,0,0,2,0,0,0,0,0,0,0,10,4.6,11.1,0.0,1.6,1,0.00,0.01,0.01,0.76,50,91,4498,663,572,Garner,Everton,3,Midfielder,Everton,Sheffield Utd,2023-09-02
